md5,content,phone,conntime,recitime,lng,lat
6a35c2a992c33fe3709108c898782877,"您好，我公司常年代开北京各行业发票，点低保真验后付款。电话18931680573王经理，微信a56898560，QQ2221752319
",18931680573,1489397655000,1489444199000,116.48157501,39.90039444
6a35c2a992c33fe3709108c898782877,"您好，我公司常年代开北京各行业发票，点低保真验后付款。电话18931680573王经理，微信a56898560，QQ2221752319
",18931680573,1489397605000,1489444199000,116.48157501,39.90039444
6a35c2a992c33fe3709108c898782877,"您好，我公司常年代开北京各行业发票，点低保真验后付款。电话18931680573王经理，微信a56898560，QQ2221752319
",18931680573,1489444907000,1489444932000,116.48191833,39.92024231
6a35c2a992c33fe3709108c898782877,"您好，我公司常年代开北京各行业发票，点低保真验后付款。电话18931680573王经理，微信a56898560，QQ2221752319
",18931680573,1489441521000,1489444932000,116.48183441,39.92022705
6a35c2a992c33fe3709108c898782877,"您好，我公司常年代开北京各行业发票，点低保真验后付款。电话18931680573王经理，微信a56898560，QQ2221752319
",18931680573,1489426093000,1489444932000,116.49338531,39.92618179
2f0d3e53e3b614f06dcd4f50449c011a,"您好！本公司常年代理带开全国各地各个行业正规发票点低保证可验后付款，电话13333164712QQ1678477878
",13333164712,1489444185000,1489445956000,116.41362,39.85704041
2f0d3e53e3b614f06dcd4f50449c011a,"您好！本公司常年代理带开全国各地各个行业正规发票点低保证可验后付款，电话13333164712QQ1678477878
",13333164712,1489444183000,1489445956000,116.41680908,39.85707474
2f0d3e53e3b614f06dcd4f50449c011a,"您好！本公司常年代理带开全国各地各个行业正规发票点低保证可验后付款，电话13333164712QQ1678477878
",13333164712,1489431040000,1489445956000,116.41362,39.85704041
2f0d3e53e3b614f06dcd4f50449c011a,"您好！本公司常年代理带开全国各地各个行业正规发票点低保证可验后付款，电话13333164712QQ1678477878
",13333164712,1489431037000,1489445956000,116.41362,39.85704041
5182d09361aa70ba402f2c4f550c0b89,"你好，我公司常年代开北京各行业发票，点低保真验后付款，电话15350696269李经理，QQ1678477878
",15350696269,1489444649000,1489446233000,116.46964264,39.90826797
5182d09361aa70ba402f2c4f550c0b89,"你好，我公司常年代开北京各行业发票，点低保真验后付款，电话15350696269李经理，QQ1678477878
",15350696269,1489410772000,1489446233000,116.46432495,39.90795517
5182d09361aa70ba402f2c4f550c0b89,"你好，我公司常年代开北京各行业发票，点低保真验后付款，电话15350696269李经理，QQ1678477878
",15350696269,1489410685000,1489446233000,116.46530914,39.90472794
5182d09361aa70ba402f2c4f550c0b89,"你好，我公司常年代开北京各行业发票，点低保真验后付款，电话15350696269李经理，QQ1678477878
",15350696269,1489410660000,1489446233000,116.46964264,39.90826797
5182d09361aa70ba402f2c4f550c0b89,"你好，我公司常年代开北京各行业发票，点低保真验后付款，电话15350696269李经理，QQ1678477878
",15350696269,1489410549000,1489446233000,116.46530914,39.90472794
2f0d3e53e3b614f06dcd4f50449c011a,"您好！本公司常年代理带开全国各地各个行业正规发票点低保证可验后付款，电话13333164712QQ1678477878
",13333164712,1489444438000,1489446813000,116.37553406,39.85587692
2f0d3e53e3b614f06dcd4f50449c011a,"您好！本公司常年代理带开全国各地各个行业正规发票点低保证可验后付款，电话13333164712QQ1678477878
",13333164712,1489444344000,1489446813000,116.37200165,39.8567009
2f0d3e53e3b614f06dcd4f50449c011a,"您好！本公司常年代理带开全国各地各个行业正规发票点低保证可验后付款，电话13333164712QQ1678477878
",13333164712,1489444076000,1489446813000,116.37553406,39.85587692
2f0d3e53e3b614f06dcd4f50449c011a,"您好！本公司常年代理带开全国各地各个行业正规发票点低保证可验后付款，电话13333164712QQ1678477878
",13333164712,1489395804000,1489446813000,116.37490082,39.85703278
2f0d3e53e3b614f06dcd4f50449c011a,"您好！本公司常年代理带开全国各地各个行业正规发票点低保证可验后付款，电话13333164712QQ1678477878
",13333164712,1489395749000,1489446813000,116.37553406,39.85587692
87b0b484e1e734e617aaedfb1b92dd23,"本公长期代开增值税普票，专票，以备后用，打扰请谅解。电话：17181245133.13051935575
",10086898,1489447848000,1489447874000,116.41265106,39.98849106
87b0b484e1e734e617aaedfb1b92dd23,"本公长期代开增值税普票，专票，以备后用，打扰请谅解。电话：17181245133.13051935575
",10086898,1489447730000,1489447874000,116.4180603,39.98866272
87b0b484e1e734e617aaedfb1b92dd23,"本公长期代开增值税普票，专票，以备后用，打扰请谅解。电话：17181245133.13051935575
",10086898,1489447137000,1489447874000,116.41265106,39.98849106
87b0b484e1e734e617aaedfb1b92dd23,"本公长期代开增值税普票，专票，以备后用，打扰请谅解。电话：17181245133.13051935575
",10086898,1489447124000,1489447874000,116.41318512,39.98709106
87b0b484e1e734e617aaedfb1b92dd23,"本公长期代开增值税普票，专票，以备后用，打扰请谅解。电话：17181245133.13051935575
",10086898,1489446698000,1489447874000,116.41610718,39.98845673
2f0d3e53e3b614f06dcd4f50449c011a,"您好！本公司常年代理带开全国各地各个行业正规发票点低保证可验后付款，电话13333164712QQ1678477878
",13333164712,1489447978000,1489449343000,116.36506653,39.84234619
2f0d3e53e3b614f06dcd4f50449c011a,"您好！本公司常年代理带开全国各地各个行业正规发票点低保证可验后付款，电话13333164712QQ1678477878
",13333164712,1489447973000,1489449343000,116.37150574,39.84307098
2f0d3e53e3b614f06dcd4f50449c011a,"您好！本公司常年代理带开全国各地各个行业正规发票点低保证可验后付款，电话13333164712QQ1678477878
",13333164712,1489447802000,1489449343000,116.36506653,39.84234619
2f0d3e53e3b614f06dcd4f50449c011a,"您好！本公司常年代理带开全国各地各个行业正规发票点低保证可验后付款，电话13333164712QQ1678477878
",13333164712,1489447749000,1489449343000,116.37150574,39.84307098
2f0d3e53e3b614f06dcd4f50449c011a,"您好！本公司常年代理带开全国各地各个行业正规发票点低保证可验后付款，电话13333164712QQ1678477878
",13333164712,1489447093000,1489449343000,116.36506653,39.84234619
8f40c1bbaed60f5afbbf44f4f7efe547,"你好，本公司提供北京市各行各业（發票），价格低，保真，可验后付款，15300135386李。
",10066666666,1489426650000,1489447474000,116.54392242,39.91453934
8f40c1bbaed60f5afbbf44f4f7efe547,"你好，本公司提供北京市各行各业（發票），价格低，保真，可验后付款，15300135386李。
",10066666666,1489426633000,1489447474000,116.54304504,39.91818619
8f40c1bbaed60f5afbbf44f4f7efe547,"你好，本公司提供北京市各行各业（發票），价格低，保真，可验后付款，15300135386李。
",10066666666,1489426614000,1489447474000,116.54302979,39.91699219
8f40c1bbaed60f5afbbf44f4f7efe547,"你好，本公司提供北京市各行各业（發票），价格低，保真，可验后付款，15300135386李。
",10066666666,1489426541000,1489447474000,116.54257202,39.91719818
8f40c1bbaed60f5afbbf44f4f7efe547,"你好，本公司提供北京市各行各业（發票），价格低，保真，可验后付款，15300135386李。
",10066666666,1489426525000,1489447474000,116.54302979,39.91699219
d31c6a7d80154d8e9bfb977df8730096,"现房出售70年大产权，东二环外，35000每平米，紧邻地铁10号线14号线双地铁，热线电话，58494532    56014249
",1501886866,1489451657000,1489451684000,116.46006012,39.86141205
d31c6a7d80154d8e9bfb977df8730096,"现房出售70年大产权，东二环外，35000每平米，紧邻地铁10号线14号线双地铁，热线电话，58494532    56014249
",1501886866,1489451552000,1489451684000,116.46006012,39.86141205
d31c6a7d80154d8e9bfb977df8730096,"现房出售70年大产权，东二环外，35000每平米，紧邻地铁10号线14号线双地铁，热线电话，58494532    56014249
",1501886866,1489451517000,1489451684000,116.46006012,39.86141205
d31c6a7d80154d8e9bfb977df8730096,"现房出售70年大产权，东二环外，35000每平米，紧邻地铁10号线14号线双地铁，热线电话，58494532    56014249
",1501886866,1489451486000,1489451684000,116.46006012,39.86141205
6a35c2a992c33fe3709108c898782877,"您好，我公司常年代开北京各行业发票，点低保真验后付款。电话18931680573王经理，微信a56898560，QQ2221752319
",18931680573,1489446791000,1489451809000,116.49034119,39.91085434
6a35c2a992c33fe3709108c898782877,"您好，我公司常年代开北京各行业发票，点低保真验后付款。电话18931680573王经理，微信a56898560，QQ2221752319
",18931680573,1489446778000,1489451809000,116.48931885,39.90885925
6a35c2a992c33fe3709108c898782877,"您好，我公司常年代开北京各行业发票，点低保真验后付款。电话18931680573王经理，微信a56898560，QQ2221752319
",18931680573,1489444763000,1489451809000,116.49034119,39.91085434
27a38e24156c79c049c53b08e1ed7dc3,"你好！本公司长期代开各行发票，保真点低可验后付款，联系电话15311817273李.打扰海涵！
",13141256676,1489450506000,1489453103000,116.35372925,39.98689651
27a38e24156c79c049c53b08e1ed7dc3,"你好！本公司长期代开各行发票，保真点低可验后付款，联系电话15311817273李.打扰海涵！
",13141256676,1489391456000,1489453103000,116.36261749,39.99145889
27a38e24156c79c049c53b08e1ed7dc3,"你好！本公司长期代开各行发票，保真点低可验后付款，联系电话15311817273李.打扰海涵！
",13141256676,1489378425000,1489453103000,116.35372925,39.98689651
27a38e24156c79c049c53b08e1ed7dc3,"你好！本公司长期代开各行发票，保真点低可验后付款，联系电话15311817273李.打扰海涵！
",13141256676,1489378345000,1489453103000,116.36261749,39.99145889
d31c6a7d80154d8e9bfb977df8730096,"现房出售70年大产权，东二环外，35000每平米，紧邻地铁10号线14号线双地铁，热线电话，58494532    56014249
",1501886866,1489453233000,1489453233000,116.43851471,39.86339569
d31c6a7d80154d8e9bfb977df8730096,"现房出售70年大产权，东二环外，35000每平米，紧邻地铁10号线14号线双地铁，热线电话，58494532    56014249
",1501886866,1489427579000,1489453233000,116.43851471,39.86339569
d31c6a7d80154d8e9bfb977df8730096,"现房出售70年大产权，东二环外，35000每平米，紧邻地铁10号线14号线双地铁，热线电话，58494532    56014249
",1501886866,1489424385000,1489453233000,116.43862152,39.8610611
d31c6a7d80154d8e9bfb977df8730096,"现房出售70年大产权，东二环外，35000每平米，紧邻地铁10号线14号线双地铁，热线电话，58494532    56014249
",1501886866,1489422709000,1489453233000,116.43851471,39.86339569
d31c6a7d80154d8e9bfb977df8730096,"现房出售70年大产权，东二环外，35000每平米，紧邻地铁10号线14号线双地铁，热线电话，58494532    56014249
",1501886866,1489422691000,1489453233000,116.43862152,39.8610611
db02ef9a6188ca878e9f93f602d7c4d5,"打扰海涵，代办国税发票，普增，专增，点低保真，验证后付款，联系电话微信同号.13172133392。张文 公司电话01057233658
",13172133392,1489453359000,1489453359000,116.583992,39.92338181
db02ef9a6188ca878e9f93f602d7c4d5,"打扰海涵，代办国税发票，普增，专增，点低保真，验证后付款，联系电话微信同号.13172133392。张文 公司电话01057233658
",13172133392,1489453293000,1489453359000,116.583992,39.92338181
